question;relation
whose parent gave birth to them in seinajoki;http://dbpedia.org/ontology/birthPlace
Name an album from the rock music genre;http://dbpedia.org/ontology/genre
Where was jennifer metcalfe born?;http://dbpedia.org/ontology/birthPlace
where was thorvald steen born;http://dbpedia.org/ontology/birthPlace
where was mark wade born;http://dbpedia.org/ontology/birthPlace
where is appomattox court house located;http://dbpedia.org/ontology/location
who is an italian writer and journalist that was born in  rome;http://dbpedia.org/ontology/birthPlace
What genre is the album speakerboxxx/the love below considered to be?;http://dbpedia.org/ontology/genre
where did bill burrud pass away;http://dbpedia.org/ontology/deathPlace
who was born in chehalis, washington;http://dbpedia.org/ontology/birthPlace
where in the world was jeannette batti born;http://dbpedia.org/ontology/birthPlace
what style of music does rosalie sorrels perform;http://dbpedia.org/ontology/genre
who was born in longmeadow, massachusetts?;http://dbpedia.org/ontology/birthPlace
Name someone born in bolton;http://dbpedia.org/ontology/birthPlace
Where in pennsylvania was harry o'neill born;http://dbpedia.org/ontology/birthPlace
Which lyrics did stephen stills write?;http://dbpedia.org/ontology/writer
what city did alejandro ciangherotti ii pass away;http://dbpedia.org/ontology/deathPlace
Where was dan chiasson birthed?;http://dbpedia.org/ontology/birthPlace
Name someone who was born in sao paulo;http://dbpedia.org/ontology/birthPlace
Which college is found in duluth, minnesota?;http://dbpedia.org/ontology/location
what town in poland is in the central european time zone;http://dbpedia.org/ontology/timeZone
Name an airport in florence;http://dbpedia.org/ontology/location
Where did william wollaston die?;http://dbpedia.org/ontology/deathPlace
what is the type of music by stuart turner?;http://dbpedia.org/ontology/genre
where did anton hay begin his or her life;http://dbpedia.org/ontology/birthPlace
What is the genre of music made by the rattlesnake aces;http://dbpedia.org/ontology/genre
Who wrote alice in wonderland?;http://dbpedia.org/ontology/writer
Name a football player born in boynton beach, florida.;http://dbpedia.org/ontology/birthPlace
Which city was serge marquand in when he died;http://dbpedia.org/ontology/deathPlace
where was Sukru kaya born;http://dbpedia.org/ontology/birthPlace
Where was mario william jackson born;http://dbpedia.org/ontology/birthPlace
what type of music does dexter wansel make;http://dbpedia.org/ontology/genre
What sort of music is don butterfield classified as;http://dbpedia.org/ontology/genre
what game is a visual novel?;http://dbpedia.org/ontology/genre
what is the name of an artist that creates  rock music;http://dbpedia.org/ontology/genre
What netflix genre can the simpsons be found in?;http://dbpedia.org/ontology/genre
what state is the mayor david a. yeiser house located in;http://dbpedia.org/ontology/location
Name an alternative hip hop group.;http://dbpedia.org/ontology/genre
what male was born in detroit;http://dbpedia.org/ontology/birthPlace
where was the birthplace of yates stirling;http://dbpedia.org/ontology/birthPlace
What gaming category is pyracurse put in;http://dbpedia.org/ontology/genre
what genre of music does johan sara jr. create;http://dbpedia.org/ontology/genre
what person is born in taipei?;http://dbpedia.org/ontology/birthPlace
who was born in muzaffarabad;http://dbpedia.org/ontology/birthPlace
what genre of music is 20 y.o. classified as;http://dbpedia.org/ontology/genre
where was the birthplace of christian holst;http://dbpedia.org/ontology/birthPlace
what kind of music does grace potter and the nocturnals play;http://dbpedia.org/ontology/genre
what kinds of videogame is final fantasy ii;http://dbpedia.org/ontology/genre
where dide pietro i orseolo die;http://dbpedia.org/ontology/deathPlace
what genre is contained in mata leao;http://dbpedia.org/ontology/genre
where was brendan mccarthy born;http://dbpedia.org/ontology/birthPlace
what kind of music is played in thunder, lightning, strike;http://dbpedia.org/ontology/genre
who wrote the story for meet the browns;http://dbpedia.org/ontology/writer
where did petar parchevich die;http://dbpedia.org/ontology/deathPlace
where did  david hilbert die;http://dbpedia.org/ontology/deathPlace
what music genre does thelonious monk make?;http://dbpedia.org/ontology/genre
what kind of subgenre of rock music is on trailblazer;http://dbpedia.org/ontology/genre
which marillion song did steve rothery compose;http://dbpedia.org/ontology/writer
which places are located in the north american central time zone?;http://dbpedia.org/ontology/timeZone
what is the genre of the album swoon;http://dbpedia.org/ontology/genre
which city is richard e. ellsworth from;http://dbpedia.org/ontology/birthPlace
what kind of video game is wild arms xf;http://dbpedia.org/ontology/genre
What time zone is vasegerszeg in;http://dbpedia.org/ontology/timeZone
which tourist attractions are located near san luis obispo?;http://dbpedia.org/ontology/location
What type of music is the inuit sessions considered to be;http://dbpedia.org/ontology/genre
what is the name of a goa trance album;http://dbpedia.org/ontology/genre
What university is in setagaya?;http://dbpedia.org/ontology/location
what is the time zone of hewitt?;http://dbpedia.org/ontology/timeZone
What type of music is bobby kildea known for;http://dbpedia.org/ontology/genre
What style of music is the album tales from the brothers gibb?;http://dbpedia.org/ontology/genre
which ice hockey player was born in kuopio?;http://dbpedia.org/ontology/birthPlace
where did edith maud cook die;http://dbpedia.org/ontology/deathPlace
what netflix genre is star runners?;http://dbpedia.org/ontology/genre
Name an Australian academic born in melbourne;http://dbpedia.org/ontology/birthPlace
where did david d. terry die;http://dbpedia.org/ontology/deathPlace
Who was born in Himare?;http://dbpedia.org/ontology/birthPlace
who is an artist that performs alternative rock;http://dbpedia.org/ontology/genre
what kind of music does carry the meek make;http://dbpedia.org/ontology/genre
where in california did  linda otto die;http://dbpedia.org/ontology/deathPlace
where was  regina marsikova born;http://dbpedia.org/ontology/birthPlace
Where was baldev raj chopra born;http://dbpedia.org/ontology/birthPlace
where was sa'adu abubakar born;http://dbpedia.org/ontology/birthPlace
Who was born in nescopeck?;http://dbpedia.org/ontology/birthPlace
who was born in okmulgee?;http://dbpedia.org/ontology/birthPlace
what musical genre does the artist  yoni rechter create;http://dbpedia.org/ontology/genre
what kind of video game is brutal legend?;http://dbpedia.org/ontology/genre
Where in brazil was bibi ferreira born;http://dbpedia.org/ontology/birthPlace
What kind of game is super punch-out!!?;http://dbpedia.org/ontology/genre
where was cliff markle born;http://dbpedia.org/ontology/birthPlace
which guitarist was born in austin?;http://dbpedia.org/ontology/birthPlace
what genre of music is john oates known for;http://dbpedia.org/ontology/genre
what kind of music is on one full year?;http://dbpedia.org/ontology/genre
What is the name of a Japanese adventure video game?;http://dbpedia.org/ontology/genre
What type of genre does terry bozzio perform;http://dbpedia.org/ontology/genre
who was born in new orleans;http://dbpedia.org/ontology/birthPlace
what is a dream pop album?;http://dbpedia.org/ontology/genre
what genre is the album fvlgvres;http://dbpedia.org/ontology/genre
who is a country artist;http://dbpedia.org/ontology/genre
where was the death place of octavio gabus mendes;http://dbpedia.org/ontology/deathPlace
which album falls under the genre of jazz music;http://dbpedia.org/ontology/genre
Where did ross dowd die?;http://dbpedia.org/ontology/deathPlace
who is the lyricist of crackity jones;http://dbpedia.org/ontology/writer
what music genre is we have cause to be uneasy?;http://dbpedia.org/ontology/genre
what is the genre of the artist cryoftheafflicted;http://dbpedia.org/ontology/genre
Where was pritilata waddedar born?;http://dbpedia.org/ontology/birthPlace
what is a space flight simulator game?;http://dbpedia.org/ontology/genre
What adventure film cartoon was released in 2003?;http://dbpedia.org/ontology/genre
what city in England did gerard heinz die;http://dbpedia.org/ontology/deathPlace
what is the nationality of oleksandr radchenko;http://dbpedia.org/ontology/birthPlace
What is the genre of artist is subsonica?;http://dbpedia.org/ontology/genre
who did the film story credits for abhijat joshi;http://dbpedia.org/ontology/writer
What genre of music does Travis Cottrell perform?;http://dbpedia.org/ontology/genre
what was gloria grahame's place of death;http://dbpedia.org/ontology/deathPlace
Who would be rock and roll;http://dbpedia.org/ontology/genre
Who composed the first time ever i saw your face?;http://dbpedia.org/ontology/writer
what genre does raven play;http://dbpedia.org/ontology/genre
what are titles of heavy metal albums;http://dbpedia.org/ontology/genre
Which country is fort amherst located in;http://dbpedia.org/ontology/location
What kind of music is aloha manitoba;http://dbpedia.org/ontology/genre
william ohara  was born in what Northern Ireland town;http://dbpedia.org/ontology/birthPlace
What genre was lassie (1954 tv series)?;http://dbpedia.org/ontology/genre
Where was Vittorio Lampugnani born?;http://dbpedia.org/ontology/birthPlace
what kind of music does will saul create;http://dbpedia.org/ontology/genre
Who is a notable dance music artist;http://dbpedia.org/ontology/genre
What subgenre of music does The Treatment album fall under?;http://dbpedia.org/ontology/genre
what is an example of country music?;http://dbpedia.org/ontology/genre
What sort of music was recorded for breathless;http://dbpedia.org/ontology/genre
what time zone is lot 57 in;http://dbpedia.org/ontology/timeZone
Where did emile vandervelde die;http://dbpedia.org/ontology/deathPlace
what kind of music does mai fukui make;http://dbpedia.org/ontology/genre
what are hard rock albums?;http://dbpedia.org/ontology/genre
which time zone is sopron located in;http://dbpedia.org/ontology/timeZone
what genre of music is fear of the unknown;http://dbpedia.org/ontology/genre
who wrote the movie the magdalene sisters;http://dbpedia.org/ontology/writer
where in mexico did  mike seal die;http://dbpedia.org/ontology/birthPlace
where in europe is jasmine harman place of birth?;http://dbpedia.org/ontology/birthPlace
what kind of metal is  no sleep 'til hammersmith;http://dbpedia.org/ontology/genre
where in france did roland fraisse die in?;http://dbpedia.org/ontology/deathPlace
Who is from stockholm municipality?;http://dbpedia.org/ontology/birthPlace
Name an album from the pop rock genre;http://dbpedia.org/ontology/genre
Where did marjorie tipping die;http://dbpedia.org/ontology/birthPlace
what artists perform country music;http://dbpedia.org/ontology/genre
which actor was born in salina, kansas;http://dbpedia.org/ontology/birthPlace
what was lucas cavallini's place of birth;http://dbpedia.org/ontology/birthPlace
